name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Greg McIntyre,6,4,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,0.79,30.0,1.36,41.0,5.09,50.0,0.0,0.0,0,1,0,0,1.5
Dustin Jacoby,19,7,0.9615384615384616,1.0,0.9156626506024096,Orthodox,5.46,46.0,4.02,59.0,0.4,25.0,60.0,0.0,0,0,0,1,2.7142857142857144
Steve Montgomery,9,5,0.9743589743589743,0.9023550919453704,0.9077178278330714,Southpaw,4.85,39.0,4.12,47.0,0.0,0.0,64.0,0.0,0,0,0,1,1.8
Sidney Silva,8,4,0.974025974025974,0.9289242259968677,0.9077441077441077,Southpaw,2.86,65.0,3.3,34.0,3.3,100.0,0.0,0.0,0,0,1,0,2.0
Will Santiago,9,5,0.858974358974359,0.9023550919453704,0.9077178278330714,Orthodox,1.47,39.0,5.53,56.0,1.0,50.0,100.0,0.0,0,0,0,1,1.8
Manuel Rodriguez,11,5,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,0.81,33.0,3.23,38.0,9.09,75.0,0.0,0.0,0,0,1,0,2.2
Kristian Rothaermel,4,3,0.923076923076923,1.0,0.9077178278330714,Open Stance,0.75,50.0,2.49,41.0,0.0,0.0,0.0,0.0,0,0,0,1,1.3333333333333333
Jamahal Hill,12,1,0.9743589743589743,1.0,0.9518072289156627,Southpaw,7.31,54.0,3.35,47.0,0.0,0.0,73.0,0.0,0,0,0,1,12.0
Ray Sefo,2,2,0.8089887640449438,0.3116786440289747,0.896911663216011,Orthodox,0.86,31.0,1.71,72.0,0.0,0.0,66.0,0.0,0,0,0,0,1.0
Claudio Mattos,5,4,0.9392728849250589,0.9023550919453704,0.9077178278330714,Orthodox,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.25
Tom Watson,17,9,0.9358974358974358,0.9023550919453704,0.8795180722891566,Orthodox,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,0,0,0,1,1.8888888888888888
Steve Bosse,12,2,0.9102564102564102,1.0,0.8674698795180723,Orthodox,5.99,52.0,5.38,50.0,0.92,33.0,100.0,0.0,0,0,0,1,6.0
Tiki Ghosn,10,7,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,2.78,46.0,2.94,58.0,0.41,50.0,61.0,0.0,0,0,1,0,1.4285714285714286
Brunno Ferreira,10,1,0.8974358974358975,0.9023550919453704,0.8674698795180723,Orthodox,5.79,53.0,5.22,47.0,0.0,0.0,50.0,0.0,0,0,0,1,10.0
Erick Gonzalez,14,8,0.9342105263157895,0.9227034120734908,0.9375,Orthodox,2.4,36.0,8.08,40.0,6.0,55.0,50.0,0.0,0,1,0,0,1.75
Paul Varelans,9,9,0.898876404494382,0.3896126206086982,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
Yousri Belgaroui,5,3,0.9871794871794872,0.9023550919453704,0.9518072289156627,Orthodox,2.2,47.0,3.2,51.0,0.0,0.0,75.0,0.0,0,0,0,1,1.6666666666666667
John Makdessi,18,9,0.8947368421052632,0.9227034120734908,0.8500000000000001,Orthodox,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,0,1,0,0,2.0
Mitchell Sipe,4,1,0.8314606741573034,0.31817791393477823,0.896911663216011,Orthodox,5.5,56.0,9.98,46.0,1.53,20.0,0.0,0.0,0,0,0,0,4.0
Daniel Spitz,6,3,0.8876404494382022,0.31817791393477823,0.9761904761904762,Orthodox,2.6,35.0,5.3,46.0,0.74,66.0,0.0,0.0,0,0,0,0,2.0
Michal Figlak,8,1,0.9210526315789475,0.9227034120734908,0.8750000000000001,Orthodox,1.87,29.0,4.0,44.0,1.0,20.0,57.0,0.0,0,1,0,0,8.0
Jose Canseco,0,1,0.8539325842696629,0.3116786440289747,0.896911663216011,Orthodox,0.78,10.0,4.68,62.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Chad Griggs,11,3,0.9358974358974358,1.0,0.8795180722891566,Orthodox,2.67,50.0,2.22,46.0,1.51,66.0,41.0,0.0,0,0,0,1,3.6666666666666665
Dmitri Stepanov,0,1,0.8426966292134831,0.2818163598362299,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Josh Haynes,14,11,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0,0,0,1,0,1.2727272727272727
Seichi Ikemoto,21,19,0.9342105263157895,1.0,0.8944944598337952,Orthodox,2.59,32.0,3.74,57.0,1.23,26.0,60.0,0.0,0,1,0,0,1.105263157894737
Matt Skelton,0,1,0.8426966292134831,0.3441463624130329,0.896911663216011,Orthodox,0.0,0.0,0.54,0.0,0.0,0.0,66.0,0.0,0,0,0,0,0.0
Todd Duffee,9,3,0.8426966292134831,0.3376470925072294,0.9285714285714285,Orthodox,5.93,37.0,2.87,56.0,0.72,25.0,90.0,0.0,0,0,0,0,3.0
Lyman Good,21,6,0.9350649350649349,0.9289242259968677,0.9135802469135802,Orthodox,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0,0,0,1,0,3.5
Jutaro Nakao,25,19,0.896103896103896,0.9289242259968677,0.9077441077441077,Southpaw,0.53,38.0,1.06,44.0,0.38,50.0,56.0,0.0,0,0,1,0,1.3157894736842106
Shane Primm,5,5,0.9615384615384616,1.0,0.9077178278330714,Orthodox,0.83,26.0,2.25,62.0,1.78,20.0,0.0,0.0,0,0,0,1,1.0
Mike Bourke,10,16,0.8089887640449438,0.35714490222463996,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.625
Anthony Lapsley,23,7,0.896103896103896,0.9289242259968677,0.9077441077441077,Southpaw,0.53,34.0,0.58,66.0,0.0,0.0,20.0,0.0,0,0,1,0,3.2857142857142856
Bartosz Fabinski,15,5,0.9350649350649349,0.9289242259968677,0.9259259259259259,Orthodox,2.23,68.0,1.46,51.0,7.1,70.0,80.0,0.0,0,0,1,0,3.0
Steve Jennum,2,3,0.7865168539325843,0.27921092564491656,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6666666666666666
Jon Manley,9,4,0.9480519480519479,0.9289242259968677,0.9077441077441077,Orthodox,1.13,20.0,4.33,45.0,1.0,7.0,20.0,0.0,0,0,1,0,2.25
Jae Suk Lim,17,6,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,2.43,50.0,4.05,37.0,12.16,100.0,100.0,0.0,0,0,1,0,2.8333333333333335
Mychal Clark,10,14,0.8426966292134831,0.2908924327883872,0.896911663216011,Orthodox,5.8,56.0,2.9,59.0,0.0,0.0,0.0,0.0,0,0,0,0,0.7142857142857143
Azunna Anyanwu,14,5,0.8202247191011235,0.3259655853637587,0.896911663216011,Orthodox,2.47,42.0,2.47,69.0,0.65,100.0,0.0,0.0,0,0,0,0,2.8
Hashem Arkhagha,6,1,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,1.84,44.0,8.97,43.0,0.0,0.0,50.0,0.0,0,0,0,1,6.0
Won Jin Eoh,5,5,0.8815789473684211,0.9523622047244094,0.8944944598337952,Orthodox,3.74,44.0,3.58,46.0,0.0,0.0,50.0,0.0,0,1,0,0,1.0
Guram Kutateladze,12,4,0.9342105263157895,0.9227034120734908,0.9,Orthodox,4.62,45.0,4.53,56.0,0.69,18.0,75.0,0.0,0,1,0,0,3.0
Khaos Williams,14,3,0.9350649350649349,0.9289242259968677,0.9506172839506173,Orthodox,5.77,39.0,5.33,42.0,0.0,0.0,80.0,0.0,0,0,1,0,4.666666666666667
Marcin Bandel,15,7,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,0.79,50.0,5.26,23.0,0.0,0.0,0.0,0.0,0,1,0,0,2.142857142857143
Loik Radzhabov,17,5,0.9342105263157895,0.9227034120734908,0.8625,Orthodox,2.61,42.0,5.31,46.0,7.3,52.0,50.0,0.0,0,1,0,0,3.4
Drakkar Klose,14,2,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,4.33,55.0,3.4,52.0,1.78,30.0,68.0,0.0,0,1,0,0,7.0
Ruslan Magomedov,14,1,0.8426966292134831,0.31428407822028803,0.9285714285714285,Orthodox,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,0,0,0,0,14.0
Blood Diamond,3,3,0.922077922077922,0.9289242259968677,0.9382716049382716,Switch,3.12,55.0,2.17,48.0,0.0,0.0,73.0,0.0,0,0,1,0,1.0
Viktor Pesta,10,4,0.8426966292134831,0.3116786440289747,0.9166666666666666,Orthodox,1.58,36.0,2.54,56.0,3.29,28.0,100.0,0.0,0,0,0,0,2.5
Randall Wallace,15,6,0.9102564102564102,0.9023550919453704,0.8795180722891566,Orthodox,1.13,38.0,4.11,45.0,2.13,50.0,0.0,0.0,0,0,0,1,2.5
JJ Ambrose,28,7,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,3.16,69.0,6.32,33.0,0.0,0.0,50.0,0.0,0,0,1,0,4.0
Marcos Conrado Jr.,5,1,0.8314606741573034,0.2857101955507201,0.896911663216011,Orthodox,1.6,34.0,9.69,35.0,1.84,14.0,0.0,0.0,0,0,0,0,5.0
Amiran Gogoladze,14,3,0.9480519480519479,0.9289242259968677,0.9135802469135802,Switch,1.64,66.0,0.82,0.0,0.0,0.0,0.0,0.0,0,0,1,0,4.666666666666667
Derek Downey,11,4,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,0.32,100.0,3.36,12.0,2.4,16.0,0.0,0.0,0,0,0,1,2.75
Wagner da Conceicao Martins,9,8,0.8876404494382022,0.5064849543333239,0.896911663216011,Orthodox,1.91,37.0,5.43,42.0,2.2,100.0,100.0,0.0,0,0,0,0,1.125
Sabah Homasi,11,8,0.9350649350649349,0.9289242259968677,0.8888888888888888,Orthodox,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,0,0,1,0,1.375
Galore Bofando,5,3,0.922077922077922,0.9289242259968677,0.8888888888888888,Switch,3.63,45.0,3.63,54.0,2.37,100.0,50.0,0.0,0,0,1,0,1.6666666666666667
Iouri Kotchkine,7,4,0.8314606741573034,0.3051793741231712,0.896911663216011,Orthodox,0.67,38.0,4.92,15.0,0.0,0.0,25.0,0.0,0,0,0,0,1.75
Jose Medina,11,3,0.923076923076923,1.0,0.8915662650602411,Orthodox,1.6,26.0,4.87,53.0,0.0,0.0,14.0,0.0,0,0,0,1,3.6666666666666665
KJ Noons,13,9,0.9210526315789475,0.9227034120734908,0.8750000000000001,Orthodox,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0,0,1,0,0,1.4444444444444444
Steve Lopez,13,6,0.9342105263157895,0.9227034120734908,0.8944944598337952,Orthodox,1.39,24.0,2.69,62.0,0.0,0.0,37.0,0.0,0,1,0,0,2.1666666666666665
Kailan Hill,4,1,0.9358974358974358,0.9023550919453704,0.9277108433734941,Southpaw,2.6,53.0,4.8,37.0,3.0,42.0,0.0,0.0,0,0,0,1,4.0
Eli Aronov,6,1,0.8974358974358975,0.9023550919453704,0.8674698795180723,Orthodox,8.92,68.0,6.49,38.0,12.16,100.0,0.0,0.0,0,0,0,1,6.0
Ivan Serati,12,4,0.923076923076923,1.0,0.9077178278330714,Orthodox,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0
Carlton Minus,10,3,0.9090909090909091,0.9289242259968677,0.9259259259259259,Orthodox,3.5,40.0,4.97,50.0,0.0,0.0,58.0,0.0,0,0,1,0,3.3333333333333335
Kyle Bradley,19,12,0.9078947368421052,0.9227034120734908,0.8875000000000001,Orthodox,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0,0,1,0,0,1.5833333333333333
Cain Carrizosa,10,3,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,0,1,0,0,3.3333333333333335
Dave Beneteau,6,5,0.8314606741573034,0.3246771838405818,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.2
Jimmy Quinlan,3,1,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,2.08,70.0,5.94,16.0,4.46,25.0,0.0,0.0,0,0,0,1,3.0
Valmir Lazaro,15,5,0.9473684210526316,0.9227034120734908,0.9125,Orthodox,4.87,37.0,4.09,61.0,1.33,40.0,96.0,0.0,0,1,0,0,3.0
Tae Hyun Lee,1,2,0.8764044943820225,0.38311335070289465,0.896911663216011,Orthodox,1.37,31.0,3.89,54.0,5.15,100.0,0.0,0.0,0,0,0,0,0.5
Ante Delija,17,3,0.8539325842696629,0.31817791393477823,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5.666666666666667
Ido Pariente,13,6,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,2.86,45.0,0.0,0.0,0.0,0.0,0,1,0,0,2.1666666666666665
Motoki Miyazawa,7,3,0.9342105263157895,1.0,0.8944944598337952,Southpaw,1.23,28.0,3.91,61.0,0.0,0.0,0.0,0.0,0,1,0,0,2.3333333333333335
Marquel Mederos,8,1,0.9210526315789475,0.9227034120734908,0.8625,Orthodox,5.78,60.0,1.93,63.0,0.0,0.0,100.0,0.0,0,1,0,0,8.0
Dylan Salvador,5,2,0.9078947368421052,0.9227034120734908,0.8625,Southpaw,4.34,37.0,11.57,46.0,0.0,0.0,0.0,0.0,0,1,0,0,2.5
Mehdi Baghdad,11,5,0.9605263157894737,0.9227034120734908,0.8944944598337952,Orthodox,3.13,30.0,4.56,46.0,0.0,0.0,33.0,0.0,0,1,0,0,2.2
Sean Salmon,18,21,0.8974358974358975,0.9023550919453704,0.9077178278330714,Southpaw,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,0,0,0,1,0.8571428571428571
Bob Sapp,11,20,0.8651685393258427,0.4545480573768145,0.896911663216011,Orthodox,3.19,55.0,1.88,49.0,0.58,100.0,72.0,0.0,0,0,0,0,0.55
Nate Quarry,12,4,0.923076923076923,0.9023550919453704,0.8674698795180723,Open Stance,4.96,44.0,2.8,66.0,0.25,33.0,60.0,0.0,0,0,0,1,3.0
Yamato Nishikawa,21,3,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,7.0
Brad Riddell,10,4,0.8815789473684211,0.9227034120734908,0.8875000000000001,Orthodox,4.71,53.0,3.53,53.0,1.77,36.0,63.0,0.0,0,1,0,0,2.5
Larry Parker,13,6,0.9102564102564102,1.0,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2.1666666666666665
Carlos Felipe,11,2,0.8089887640449438,0.31817791393477823,0.8928571428571428,Orthodox,4.88,45.0,5.6,50.0,0.0,0.0,72.0,0.0,0,0,0,0,5.5
Lucasz Sudolski,8,1,0.9743589743589743,1.0,0.9036144578313253,Orthodox,5.7,67.0,4.89,28.0,0.0,0.0,100.0,0.0,0,0,0,1,8.0
Melton Bowen,0,1,0.8089887640449438,0.29220946545652365,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Edson Drago,11,7,0.8539325842696629,0.2857101955507201,0.896911663216011,Orthodox,1.16,40.0,2.39,36.0,0.0,0.0,55.0,0.0,0,0,0,0,1.5714285714285714
Jarjis Danho,7,1,0.8426966292134831,0.3441463624130329,0.8809523809523809,Orthodox,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,0,0,0,0,7.0
Dave Herman,22,6,0.8539325842696629,0.31428407822028803,0.9166666666666666,Orthodox,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,0,0,0,0,3.6666666666666665
Bob Schrijber,20,17,0.8089887640449438,0.3116786440289747,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.1764705882352942
Dominic Waters,9,5,0.9480519480519479,0.9289242259968677,0.9753086419753085,Orthodox,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,0,0,1,0,1.8
Mario Miranda,14,7,0.9615384615384616,0.9023550919453704,0.8915662650602411,Orthodox,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,0,0,0,1,2.0
Jason Saggo,12,4,0.9342105263157895,0.9227034120734908,0.8875000000000001,Orthodox,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,0,1,0,0,3.0
Yusuke Kasuya,9,3,0.8815789473684211,0.9227034120734908,0.8944944598337952,Southpaw,2.17,44.0,4.34,48.0,1.36,33.0,0.0,0.0,0,1,0,0,3.0
Yoshiaki Yatsu,0,2,0.9605263157894737,0.9821522309711286,0.8944944598337952,Orthodox,0.0,0.0,5.57,48.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0
Steve Vigneault,12,6,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,2.19,28.0,5.75,44.0,0.0,0.0,100.0,0.0,0,0,0,1,2.0
Melchor Manibusan,2,4,0.9027777777777778,1.0,0.9027777777777777,Southpaw,1.58,54.0,5.79,15.0,0.0,0.0,0.0,0.0,1,0,0,0,0.5
Nicolae Negumereanu,13,2,0.923076923076923,1.0,0.9397590361445783,Orthodox,3.58,41.0,5.56,39.0,1.02,28.0,62.0,0.0,0,0,0,1,6.5
Rob McCullough,19,8,0.9078947368421052,0.9227034120734908,0.8625,Orthodox,2.47,36.0,2.84,59.0,0.46,100.0,68.0,0.0,0,1,0,0,2.375
Carlos Zevallos,3,4,0.923076923076923,1.0,0.9077178278330714,Orthodox,4.36,65.0,2.28,68.0,0.0,0.0,100.0,0.0,0,0,0,1,0.75
Tony Petarra,2,3,0.9102564102564102,0.9560167759974192,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.6666666666666666
Riki Fukuda,24,9,0.923076923076923,0.9023550919453704,0.8795180722891566,Southpaw,4.24,43.0,3.71,64.0,2.17,43.0,70.0,0.0,0,0,0,1,2.6666666666666665
Willamy Freire,26,6,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,1.53,37.0,0.93,62.0,0.5,100.0,73.0,0.0,0,1,0,0,4.333333333333333
David Bielkheden,24,12,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,0,1,0,0,2.0
WonBin Ki,17,9,0.9342105263157895,0.9227034120734908,0.9125,Orthodox,5.47,47.0,3.24,55.0,0.0,0.0,0.0,0.0,0,1,0,0,1.8888888888888888
Bo Cantrell,10,10,0.8314606741573034,0.3051793741231712,0.896911663216011,Orthodox,3.16,16.0,12.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
Rico Farrington,7,3,0.9870129870129869,0.9289242259968677,0.9753086419753085,Southpaw,6.33,41.0,7.2,51.0,0.0,0.0,20.0,0.0,0,0,1,0,2.3333333333333335
Paul Jones,11,1,0.8846153846153846,0.9706420045166148,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,11.0
Gabe Lemley,13,9,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,0.82,35.0,6.03,45.0,0.0,0.0,0.0,0.0,0,1,0,0,1.4444444444444444
Yuri Vaulin,0,1,0.9743589743589743,0.960963544467147,0.9077178278330714,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Jason Tan,5,3,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6666666666666667
Joe Son,0,4,0.7191011235955056,0.3064964067913076,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Chris Liguori,15,10,0.8846153846153846,0.9023550919453704,0.9077178278330714,Orthodox,0.29,33.0,1.44,0.0,0.0,0.0,50.0,0.0,0,0,0,1,1.5
Zelim Imadaev,8,3,0.9350649350649349,0.9289242259968677,0.9382716049382716,Orthodox,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0,0,0,1,0,2.6666666666666665
Garrett Gross,11,7,0.9078947368421052,0.9227034120734908,0.8944944598337952,Orthodox,2.39,45.0,1.67,46.0,0.0,0.0,52.0,0.0,0,1,0,0,1.5714285714285714
Andreas Stahl,10,4,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0,0,0,1,0,2.5
Joe Slick,16,5,0.923076923076923,0.9706420045166148,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3.2
Ross Pointon,6,17,0.8831168831168831,0.9289242259968677,0.9077441077441077,Orthodox,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,0,0,1,0,0.35294117647058826
Andy Enz,10,4,0.9615384615384616,0.9023550919453704,0.9397590361445783,Orthodox,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,0,0,0,1,2.5
Michael Knaap,18,22,0.8314606741573034,0.2857101955507201,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.8181818181818182
Carl Malenko,6,4,0.9102564102564102,0.9755887729863426,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.5
Michel Quinones,8,3,0.9210526315789475,0.9227034120734908,0.9125,Orthodox,2.91,29.0,5.98,48.0,0.0,0.0,36.0,0.0,0,1,0,0,2.6666666666666665
Michal Martinek,7,1,0.8314606741573034,0.29870873536232717,0.896911663216011,Southpaw,2.45,53.0,4.29,51.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0
Dion Staring,35,14,0.8202247191011235,0.3051793741231712,0.896911663216011,Orthodox,1.09,37.0,5.0,47.0,0.0,0.0,33.0,0.0,0,0,0,0,2.5
Nick Agallar,24,6,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,0.69,11.0,4.56,42.0,0.0,0.0,0.0,0.0,0,1,0,0,4.0
Tim Lajcik,7,6,0.8202247191011235,0.29220946545652365,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.1666666666666667
Osamu Tachihikari,0,4,0.8651685393258427,0.3896126206086982,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Ozzy Diaz,7,2,0.9743589743589743,0.9023550919453704,0.9518072289156627,Orthodox,1.65,32.0,3.91,44.0,0.0,0.0,0.0,0.0,0,0,0,1,3.5
Ibragim Magomedov,22,8,0.8089887640449438,0.3246771838405818,0.896911663216011,Orthodox,0.26,4.0,3.86,42.0,0.0,0.0,0.0,0.0,0,0,0,0,2.75
Ben Wall,8,7,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,0,1,0,0,1.1428571428571428
Te Edwards,6,3,0.8947368421052632,0.9227034120734908,0.9,Orthodox,1.5,41.0,4.15,44.0,0.72,100.0,44.0,0.0,0,1,0,0,2.0
Dos Caras Jr.,9,5,0.8539325842696629,0.29220946545652365,0.896911663216011,Orthodox,0.77,23.0,1.2,59.0,0.0,0.0,72.0,0.0,0,0,0,0,1.8
Donovan Beard,7,2,0.9487179487179488,0.9023550919453704,0.9397590361445783,Orthodox,0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0,0,0,0,1,3.5
Jay Cucciniello,8,1,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,0,1,0,0,8.0
Alexander Munoz,7,2,0.9078947368421052,0.9227034120734908,0.9,Switch,3.7,42.0,4.73,55.0,3.0,40.0,100.0,0.0,0,1,0,0,3.5
Alexandre Barros,22,11,0.896103896103896,0.9289242259968677,0.9077441077441077,Southpaw,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,0,0,1,0,2.0
Billy Miles,2,2,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0
Frank Megallon,2,3,0.8974358974358975,0.9023550919453704,0.9077178278330714,Southpaw,1.14,21.0,5.32,54.0,0.0,0.0,0.0,0.0,0,0,0,1,0.6666666666666666
Shimon Smotritsky,8,2,0.961038961038961,0.9289242259968677,0.9135802469135802,Orthodox,3.52,34.0,8.67,56.0,3.52,33.0,50.0,0.0,0,0,1,0,4.0
Lukasz Sajewski,13,3,0.8947368421052632,0.9227034120734908,0.8875000000000001,Orthodox,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,0,1,0,0,4.333333333333333
Pat Audinwood,11,2,0.9473684210526316,0.9227034120734908,0.8944944598337952,Orthodox,1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,0,1,0,0,5.5
Bobby Sanchez,10,35,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0,1,0,0,0.2857142857142857
Roman Kopylov,12,2,0.923076923076923,0.9023550919453704,0.9036144578313253,Southpaw,4.72,53.0,4.11,60.0,0.47,50.0,92.0,0.0,0,0,0,1,6.0
Carlo Pedersoli Jr.,11,3,0.922077922077922,0.9289242259968677,0.9259259259259259,Southpaw,4.17,37.0,4.12,61.0,2.91,44.0,0.0,0.0,0,0,1,0,3.6666666666666665
Matt Dixon,9,1,0.9090909090909091,0.9289242259968677,0.9259259259259259,Switch,1.97,43.0,4.56,37.0,3.06,30.0,0.0,0.0,0,0,1,0,9.0
Nursulton Ruziboev,35,8,0.9871794871794872,0.9023550919453704,0.9156626506024096,Orthodox,4.68,66.0,2.34,40.0,11.69,100.0,0.0,0.0,0,0,0,1,4.375
Dakota Bush,8,4,0.9210526315789475,0.9227034120734908,0.9125,Orthodox,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0,0,1,0,0,2.0
Steven Graham,2,1,0.8202247191011235,0.3766140807970911,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0
Justin McCully,11,5,0.8202247191011235,0.29220946545652365,0.869047619047619,Orthodox,1.58,37.0,2.02,46.0,1.28,44.0,43.0,0.0,0,0,0,0,2.2
Gerard Gordeau,2,2,0.8651685393258427,0.28052795831305294,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
Josh Shockman,6,3,0.8539325842696629,0.3051793741231712,0.896911663216011,Southpaw,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,0,0,0,0,2.0
Rhys McKee,10,5,0.961038961038961,0.9289242259968677,0.9629629629629629,Orthodox,6.06,48.0,9.47,44.0,0.0,0.0,33.0,0.0,0,0,1,0,2.0
Carter Williams,4,5,0.8202247191011235,0.3441463624130329,0.896911663216011,Orthodox,1.55,36.0,2.32,58.0,2.9,33.0,100.0,0.0,0,0,0,0,0.8
