name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Augusto Sakai,16,5,0.8426966292134831,0.3441463624130329,0.9166666666666666,Orthodox,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,0,0,0,0,3.2
Jeff Cox,10,7,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,0,1,0,0,1.4285714285714286
Jason Suttie,0,1,0.8089887640449438,0.27271165573911305,0.896911663216011,Orthodox,2.07,83.0,4.97,36.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Denis Sobolev,4,7,0.8426966292134831,0.28052795831305294,0.896911663216011,Orthodox,0.0,0.0,5.45,33.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5714285714285714
Jin Oh Kim,0,4,0.8846153846153846,1.0,0.9077178278330714,Orthodox,5.06,25.0,8.43,50.0,0.0,0.0,66.0,0.0,0,0,0,1,0.0
Ryan Parker,0,1,0.8426966292134831,0.3051793741231712,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Billy Goff,9,2,0.9090909090909091,0.9289242259968677,0.8888888888888888,Switch,10.22,46.0,4.3,64.0,4.04,40.0,100.0,0.0,0,0,1,0,4.5
Jean Silva,19,12,0.8684210526315789,0.9523622047244094,0.8944944598337952,Orthodox,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,0,1,0,0,1.5833333333333333
Alex Reyes,13,4,0.9342105263157895,0.9227034120734908,0.9125,Orthodox,4.04,39.0,10.91,40.0,0.0,0.0,0.0,0.0,0,1,0,0,3.25
Murad Chunkaiev,8,4,0.9102564102564102,0.9023550919453704,0.9077178278330714,Orthodox,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0,0,0,0,1,2.0
Gilbert Aldana,6,2,0.8202247191011235,0.3246771838405818,0.896911663216011,Orthodox,2.91,54.0,6.26,26.0,2.57,40.0,33.0,0.0,0,0,0,0,3.0
Jinensibieke Asikeerbai,36,11,0.8684210526315789,0.9227034120734908,0.8625,Orthodox,2.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3.272727272727273
John Matua,1,4,0.8314606741573034,0.5194834941449309,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.25
Reza Nasri,0,1,0.9102564102564102,1.0,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Akira Kikuchi,16,4,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,3.67,56.0,0.4,14.0,2.0,40.0,100.0,0.0,0,1,0,0,4.0
Marcelo Brito,13,8,0.9480519480519479,0.9289242259968677,0.9077441077441077,Orthodox,0.6,20.0,3.53,55.0,0.0,0.0,50.0,0.0,0,0,1,0,1.625
Reese Andy,7,3,0.923076923076923,1.0,0.9077178278330714,Orthodox,2.87,50.0,3.5,58.0,0.67,20.0,40.0,0.0,0,0,0,1,2.3333333333333335
Alexander Poppeck,9,3,0.9487179487179488,1.0,0.9077178278330714,Orthodox,4.01,57.0,9.81,33.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0
Laverne Clark,27,21,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.2857142857142858
Val Woodburn,7,1,0.8717948717948718,0.9023550919453704,0.8915662650602411,Orthodox,3.16,22.0,11.05,30.0,0.0,0.0,100.0,0.0,0,0,0,1,7.0
David Lee,12,10,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,1.49,50.0,3.31,42.0,0.0,0.0,50.0,0.0,0,1,0,0,1.2
Fabio Mello,11,8,0.8552631578947368,0.9227034120734908,0.8944944598337952,Southpaw,0.86,35.0,3.94,50.0,0.0,0.0,0.0,0.0,0,1,0,0,1.375
Claudio Ribeiro,11,4,0.9358974358974358,0.9023550919453704,0.9277108433734941,Orthodox,4.65,57.0,3.34,31.0,0.76,50.0,75.0,0.0,0,0,0,1,2.75
Ryan Madigan,5,3,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6666666666666667
Richie Smullen,3,1,0.9078947368421052,0.9227034120734908,0.8500000000000001,Orthodox,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0,0,1,0,0,3.0
Kolton Englund,9,4,0.9210526315789475,0.9227034120734908,0.8625,Orthodox,2.31,25.0,11.54,40.0,0.0,0.0,0.0,0.0,0,1,0,0,2.25
Wagner Silva,6,3,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,0,0,1,0,2.0
Kevin Knabjian,12,7,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,15.56,22.0,0.0,0.0,100.0,0.0,0,0,1,0,1.7142857142857142
Taiyilake Nueraji,9,1,0.961038961038961,0.9289242259968677,0.9259259259259259,Southpaw,11.01,48.0,7.39,58.0,0.0,0.0,0.0,0.0,0,0,1,0,9.0
Jorge Ortiz,18,9,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,3.53,58.0,2.8,73.0,0.0,0.0,0.0,0.0,0,0,0,1,2.0
Mark Madsen,12,2,0.8947368421052632,0.9227034120734908,0.9,Orthodox,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,0,1,0,0,6.0
Ahmad Hassanzada,10,2,0.9605263157894737,0.9227034120734908,0.9375,Orthodox,2.59,34.0,4.42,40.0,2.5,22.0,0.0,0.0,0,1,0,0,5.0
Rafael Fiziev,12,3,0.8947368421052632,0.9227034120734908,0.8875000000000001,Switch,4.9,51.0,4.97,49.0,0.29,40.0,89.0,0.0,0,1,0,0,4.0
JJ Okanovich,7,1,0.9342105263157895,0.9227034120734908,0.9500000000000001,Orthodox,6.93,55.0,5.27,50.0,0.0,0.0,100.0,0.0,0,1,0,0,7.0
Abu Azaitar,14,4,0.8846153846153846,0.9023550919453704,0.9156626506024096,Orthodox,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,0,0,0,1,3.5
Ariel Gandulla,7,9,0.9102564102564102,1.0,0.9077178278330714,Orthodox,1.95,23.0,2.07,72.0,1.88,66.0,0.0,0.0,0,0,0,1,0.7777777777777778
Johnny Rhodes,2,1,0.8089887640449438,0.27271165573911305,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0
Cameron VanCamp,15,7,0.9736842105263158,0.9227034120734908,0.925,Switch,5.31,47.0,6.41,40.0,0.0,0.0,0.0,0.0,0,1,0,0,2.142857142857143
Kengo Watanabe,8,13,0.8539325842696629,0.2857101955507201,0.896911663216011,Orthodox,0.6,40.0,3.4,35.0,1.0,100.0,37.0,0.0,0,0,0,0,0.6153846153846154
Ike Villanueva,18,14,0.9358974358974358,1.0,0.8795180722891566,Orthodox,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,0,0,0,1,1.2857142857142858
Norman Parke,23,6,0.9342105263157895,0.9227034120734908,0.8750000000000001,Southpaw,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,0,1,0,0,3.8333333333333335
Alan Baudot,8,3,0.8426966292134831,0.315572479743465,0.9404761904761904,Orthodox,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,0,0,0,0,2.6666666666666665
Jairzinho Rozenstruik,13,5,0.8314606741573034,0.31428407822028803,0.9285714285714285,Orthodox,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,0,0,0,0,2.6
Tanner Boser,21,10,0.9487179487179488,1.0,0.9036144578313253,Orthodox,4.7,52.0,2.75,58.0,0.0,0.0,63.0,0.0,0,0,0,1,2.1
Eldari Kurtanidze,0,1,0.7415730337078651,0.3051793741231712,0.896911663216011,Orthodox,0.47,20.0,3.72,60.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Jesus Pinedo,16,5,0.9210526315789475,0.9227034120734908,0.8944944598337952,Southpaw,3.23,38.0,4.37,52.0,2.5,100.0,100.0,0.0,0,1,0,0,3.2
Gary Frazier,3,3,0.8089887640449438,0.31817791393477823,0.896911663216011,Orthodox,1.5,39.0,2.77,46.0,0.0,0.0,100.0,0.0,0,0,0,0,1.0
Francois Botha,0,1,0.8314606741573034,0.3376470925072294,0.896911663216011,Orthodox,0.0,0.0,1.05,77.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Todd Butler,1,4,0.9358974358974358,0.9755887729863426,0.9077178278330714,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.25
John Lewis,3,4,0.9473684210526316,0.9227034120734908,0.8944944598337952,Southpaw,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,0,1,0,0,0.75
Ruben Villareal,22,28,0.8539325842696629,0.3441463624130329,0.896911663216011,Orthodox,5.18,53.0,4.86,35.0,0.0,0.0,0.0,0.0,0,0,0,0,0.7857142857142857
Micheal Gillmore,6,5,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,2.04,57.0,3.02,43.0,0.0,0.0,50.0,0.0,0,0,1,0,1.2
Fabio Cherant,7,4,0.9358974358974358,1.0,0.8915662650602411,Southpaw,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0,0,0,0,1,1.75
Elvis Mutapcic,15,6,0.923076923076923,0.9023550919453704,0.8674698795180723,Orthodox,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0,0,0,0,1,2.5
Joe Merritt,7,2,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,0,0,1,0,3.5
Aliev Makhmud,0,1,0.846153846153846,0.9511775459726853,0.9077178278330714,Southpaw,1.12,30.0,2.24,36.0,2.1,50.0,0.0,0.0,0,0,0,1,0.0
Brad Gumm,10,6,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6666666666666667
Jordan Radev,23,5,0.858974358974359,0.9023550919453704,0.9077178278330714,Southpaw,1.35,23.0,2.38,66.0,0.0,0.0,80.0,0.0,0,0,0,1,4.6
Tadao Yasuda,2,4,0.8539325842696629,0.40258252927534577,0.896911663216011,Orthodox,2.7,73.0,0.85,60.0,0.75,14.0,0.0,0.0,0,0,0,0,0.5
Matt Andersen,14,8,0.8314606741573034,0.29870873536232717,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.75
David Avellan,2,1,0.8846153846153846,0.9023550919453704,0.9077178278330714,Orthodox,3.33,25.0,10.0,57.0,0.0,0.0,0.0,0.0,0,0,0,1,2.0
Marco Ruas,9,4,0.8202247191011235,0.27271165573911305,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.25
Brett Rogers,17,10,0.8651685393258427,0.3441463624130329,0.9642857142857143,Orthodox,3.17,44.0,3.2,46.0,0.0,0.0,58.0,0.0,0,0,0,0,1.7
Devin Cole,20,10,0.8539325842696629,0.3116786440289747,0.896911663216011,Orthodox,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0,0,0,0,0,2.0
Ryan Stonitsch,8,1,0.896103896103896,0.9289242259968677,0.9077441077441077,Southpaw,2.53,36.0,2.53,71.0,0.0,0.0,0.0,0.0,0,0,1,0,8.0
Rodney Faverus,25,20,0.8089887640449438,0.27921092564491656,0.896911663216011,Southpaw,2.3,53.0,1.6,54.0,4.5,100.0,25.0,0.0,0,0,0,0,1.25
James Mulheron,11,2,0.7865168539325843,0.315572479743465,0.869047619047619,Orthodox,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0,0,0,0,0,5.5
Nick Hein,14,5,0.8684210526315789,0.9227034120734908,0.825,Southpaw,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,0,1,0,0,2.8
Adam Hunter,7,1,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7.0
Jason Gilliam,14,9,0.9350649350649349,0.9289242259968677,0.9077441077441077,Orthodox,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,0,0,1,0,1.5555555555555556
Art Jimmerson,0,1,0.9358974358974358,0.9560167759974192,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Charlie Ward,3,3,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,1.64,19.0,7.21,53.0,0.0,0.0,0.0,0.0,0,0,1,0,1.0
Tony Halme,0,4,0.8426966292134831,0.3896126206086982,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Clint Hester,11,6,0.9487179487179488,1.0,0.9277108433734941,Orthodox,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,0,0,0,1,1.8333333333333333
Bas Rutten,28,4,0.9358974358974358,1.0,0.9077178278330714,Orthodox,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,0,0,0,1,7.0
Frank Camacho,22,10,0.9210526315789475,0.9227034120734908,0.9125,Orthodox,6.56,46.0,7.44,51.0,1.11,31.0,73.0,0.0,0,1,0,0,2.2
Jonathan Wilson,7,3,0.9487179487179488,1.0,0.9036144578313253,Southpaw,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,0,0,0,1,2.3333333333333335
Richie Hightower,8,4,0.8831168831168831,0.9289242259968677,0.9077441077441077,Orthodox,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,0,0,1,0,2.0
Thomas Paull,11,4,0.8815789473684211,0.9227034120734908,0.8375000000000001,Orthodox,7.33,33.0,8.67,64.0,0.0,0.0,0.0,0.0,0,1,0,0,2.75
Paulo Costa,14,2,0.9358974358974358,0.9023550919453704,0.8674698795180723,Orthodox,6.5,60.0,6.38,47.0,0.53,75.0,79.0,0.0,0,0,0,1,7.0
Josh Bryant,15,4,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,0,0,0,1,3.75
Ed Ratcliff,7,3,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,2.71,38.0,2.96,63.0,0.28,16.0,53.0,0.0,0,1,0,0,2.3333333333333335
Maheshate,9,3,0.9473684210526316,0.9227034120734908,0.8875000000000001,Orthodox,2.91,26.0,4.86,49.0,0.0,0.0,45.0,0.0,0,1,0,0,3.0
Luke Jumeau,13,5,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,2.93,43.0,3.17,58.0,0.25,100.0,86.0,0.0,0,0,1,0,2.6
Francimar Barroso,19,7,0.9358974358974358,1.0,0.9036144578313253,Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,0,0,0,1,2.7142857142857144
Abubakar Nurmagomedov,17,4,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0,0,0,1,0,4.25
Kerry Schall,24,13,0.8314606741573034,0.3441463624130329,0.896911663216011,Orthodox,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,0,0,0,0,1.8461538461538463
Eddie Ruiz,1,1,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0,0,1,0,0,1.0
Justin Gaethje,25,4,0.9342105263157895,0.9227034120734908,0.8750000000000001,Orthodox,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0,0,1,0,0,6.25
Daniel Acacio,30,18,0.8831168831168831,0.9836164317552102,0.9077441077441077,Orthodox,3.52,36.0,2.85,62.0,0.33,20.0,81.0,0.0,0,0,1,0,1.6666666666666667
Greg Rebello,24,8,0.8089887640449438,0.3116786440289747,0.869047619047619,Southpaw,2.61,39.0,2.92,58.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0
Sean Gannon,2,1,0.8426966292134831,0.3441463624130329,0.896911663216011,Southpaw,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0,0,0,0,0,2.0
Alavutdin Gadjiev,18,13,0.9487179487179488,0.9023550919453704,0.9077178278330714,Orthodox,0.99,27.0,0.99,57.0,0.0,0.0,50.0,0.0,0,0,0,1,1.3846153846153846
Scott McAfee,14,7,0.8947368421052632,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0,0,1,0,0,2.0
Chris Hofmann,9,2,0.9350649350649349,0.9289242259968677,0.8888888888888888,Orthodox,4.78,45.0,4.63,35.0,3.42,42.0,0.0,0.0,0,0,1,0,4.5
Brandon Magana,6,2,0.928414010232192,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0
Shonte Barnes,6,2,0.9102564102564102,0.9023550919453704,0.9156626506024096,Southpaw,2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0,0,0,0,1,3.0
Jesse Juarez,23,12,0.9480519480519479,0.9289242259968677,0.9077441077441077,Orthodox,1.71,48.0,2.87,52.0,2.69,33.0,50.0,0.0,0,0,1,0,1.9166666666666667
Brendon Marotte,8,2,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,3.0,100.0,42.0,33.0,0.0,0.0,0.0,0.0,0,1,0,0,4.0
Yuji Nagata,0,2,0.8089887640449438,0.29220946545652365,0.896911663216011,Orthodox,1.45,40.0,14.46,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Alton Cunningham,4,2,0.9487179487179488,1.0,0.9277108433734941,Orthodox,3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0,0,0,0,1,2.0
Nikolay Veretennikov,9,4,0.9480519480519479,0.9289242259968677,0.9135802469135802,Orthodox,3.47,65.0,3.53,56.0,0.0,0.0,50.0,0.0,0,0,1,0,2.25
Chad Johnson,6,2,0.8314606741573034,0.29870873536232717,0.9523809523809522,Orthodox,5.92,68.0,7.8,40.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0
Matheus Scheffel,14,7,0.9487179487179488,1.0,0.9036144578313253,Orthodox,1.33,36.0,3.0,47.0,0.0,0.0,100.0,0.0,0,0,0,1,2.0
Yuki Ishikawa,0,2,0.9102564102564102,1.0,0.9077178278330714,Orthodox,1.07,28.0,8.57,11.0,0.0,0.0,50.0,0.0,0,0,0,1,0.0
Jake Hecht,11,4,0.9350649350649349,0.9289242259968677,0.9012345679012345,Orthodox,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,0,0,1,0,2.75
Bobby Stack,8,3,0.9078947368421052,0.9227034120734908,0.8944944598337952,Orthodox,1.0,20.0,2.89,34.0,7.48,45.0,100.0,0.0,0,1,0,0,2.6666666666666665
Henrique Shiguemoto,13,4,0.9102564102564102,0.9023550919453704,0.8674698795180723,Orthodox,3.6,33.0,6.0,16.0,0.0,0.0,50.0,0.0,0,0,0,1,3.25
Eun Soo Lee,17,4,0.8202247191011235,0.27921092564491656,0.896911663216011,Orthodox,0.0,0.0,3.05,60.0,0.0,0.0,50.0,0.0,0,0,0,0,4.25
Bristol Marunde,16,10,0.9480519480519479,0.9289242259968677,0.9259259259259259,Orthodox,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,0,0,1,0,1.6
Edward Faaloloto,2,5,0.9203601108033242,0.9227034120734908,0.8750000000000001,Orthodox,2.28,32.0,6.25,44.0,1.01,25.0,33.0,0.0,0,1,0,0,0.4
Minoru Toyonaga,2,5,0.9102564102564102,0.9511775459726853,0.9077178278330714,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.4
Wataru Sakata,11,14,0.8846153846153846,0.9511775459726853,0.9077178278330714,Southpaw,1.11,61.0,2.08,31.0,0.0,0.0,0.0,0.0,0,0,0,1,0.7857142857142857
Ray Steinbeiss,14,7,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,1,0,2.0
Stipe Miocic,20,4,0.8539325842696629,0.3116786440289747,0.9523809523809522,Orthodox,4.82,53.0,3.82,54.0,1.86,34.0,68.0,0.0,0,0,0,0,5.0
Joe Benoit,11,4,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,1,0,2.75
Ken Cross,11,3,0.9473684210526316,0.9227034120734908,0.9,Southpaw,2.2,57.0,1.4,55.0,1.0,12.0,66.0,0.0,0,1,0,0,3.6666666666666665
Nordine Taleb,15,7,0.9480519480519479,0.9289242259968677,0.9135802469135802,Orthodox,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0,0,0,1,0,2.142857142857143
Tomohiko Hashimoto,1,4,0.8089887640449438,0.3246771838405818,0.896911663216011,Orthodox,0.0,0.0,11.67,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0.25
Ronald Jhun,24,26,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,1.45,57.0,3.01,50.0,1.81,100.0,100.0,0.0,0,0,1,0,0.9230769230769231
Caros Fodor,11,6,0.9078947368421052,0.9227034120734908,0.925,Orthodox,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0,0,1,0,0,1.8333333333333333
Besam Yousef,7,4,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,3.14,53.0,3.98,38.0,1.33,66.0,50.0,0.0,0,0,1,0,1.75
Willie Peeters,9,10,0.7752808988764045,0.2857101955507201,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.9
Marco Polo Reyes,8,7,0.9342105263157895,0.9227034120734908,0.8875000000000001,Orthodox,6.0,37.0,5.52,59.0,0.0,0.0,46.0,0.0,0,1,0,0,1.1428571428571428
Amir Rahnavardi,11,10,0.923076923076923,1.0,0.9077178278330714,Orthodox,0.67,25.0,0.0,100.0,0.0,0.0,50.0,0.0,0,0,0,1,1.1
Shonie Carter,51,31,0.9090909090909091,0.9289242259968677,0.9077441077441077,Southpaw,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0,0,0,1,0,1.6451612903225807
Deron Winn,7,3,0.846153846153846,0.9023550919453704,0.8433734939759037,Orthodox,4.55,44.0,6.21,46.0,4.28,52.0,40.0,0.0,0,0,0,1,2.3333333333333335
Ernie Verdicia,0,1,0.9102564102564102,0.9706420045166148,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Paul Rodriguez,10,9,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.84,100.0,1.68,68.0,0.0,0.0,50.0,0.0,0,1,0,0,1.1111111111111112
Mal Foki,5,5,0.752808988764045,0.2857101955507201,0.896911663216011,Orthodox,2.86,14.0,14.29,54.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
Roger Hollett,13,5,0.9102564102564102,1.0,0.9077178278330714,Orthodox,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0,0,0,0,1,2.6
Pedro Otavio,19,8,0.8426966292134831,0.31817791393477823,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.375
Ricardo Funch,9,6,0.9090909090909091,0.9289242259968677,0.9135802469135802,Southpaw,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,0,0,1,0,1.5
Mikey Burnett,5,2,0.857142857142857,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2.5
Jesse Bongfeldt,16,5,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0,0,0,0,1,3.2
Rongzhu,24,5,0.9078947368421052,0.9227034120734908,0.9,Orthodox,5.6,50.0,6.36,45.0,2.56,62.0,87.0,0.0,0,1,0,0,4.8
Nick Roehrick,7,1,0.9487179487179488,1.0,0.9077178278330714,Orthodox,2.31,17.0,6.92,44.0,0.0,0.0,0.0,0.0,0,0,0,1,7.0
Karl Reed,6,1,0.9615384615384616,1.0,0.9397590361445783,Orthodox,2.04,44.0,3.84,38.0,1.06,22.0,53.0,0.0,0,0,0,1,6.0
Takenori Sato,19,11,0.9090909090909091,0.9289242259968677,0.9077441077441077,Southpaw,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,0,0,1,0,1.7272727272727273
Damian Grabowski,20,5,0.8202247191011235,0.3129956766971111,0.8928571428571428,Orthodox,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,0,0,0,0,4.0
Shamar Bailey,16,11,0.9078947368421052,0.9227034120734908,0.9375,Southpaw,1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,0,1,0,0,1.4545454545454546
Pedro Rizzo,20,11,0.8202247191011235,0.3129956766971111,0.896911663216011,Orthodox,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0,0,0,0,0,1.8181818181818181
Paul Bradley,23,8,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0,0,0,1,0,2.875
Justin Salas,12,7,0.8947368421052632,0.9227034120734908,0.8750000000000001,Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,0,1,0,0,1.7142857142857142
Phil Johns,30,14,0.8051948051948051,0.9289242259968677,0.9077441077441077,Southpaw,1.2,66.0,1.8,50.0,0.0,0.0,50.0,0.0,0,0,1,0,2.142857142857143
Stephen Thompson,17,6,0.9350649350649349,0.9289242259968677,0.9259259259259259,Orthodox,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,0,0,1,0,2.8333333333333335
Scott Adams,8,1,0.8089887640449438,0.29220946545652365,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8.0
Jared Cannonier,17,6,0.9102564102564102,0.9023550919453704,0.9277108433734941,Switch,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,0,0,0,1,2.8333333333333335
Clay French,19,7,0.8815789473684211,0.9583989501312336,0.8944944598337952,Southpaw,1.52,50.0,1.27,16.0,0.0,0.0,100.0,0.0,0,1,0,0,2.7142857142857144
Antonio Dos Santos,6,4,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,5.4,51.0,3.94,43.0,0.0,0.0,100.0,0.0,0,0,0,1,1.5
Charlie Brenneman,19,8,0.9210526315789475,0.9227034120734908,0.8750000000000001,Orthodox,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,0,1,0,0,2.375
Yurij Kiseliov,5,4,0.8717948717948718,0.9023550919453704,0.9077178278330714,Orthodox,4.88,87.0,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0,1,1.25
Mickael Lebout,16,7,0.9342105263157895,0.9227034120734908,0.9125,Orthodox,2.6,34.0,2.98,54.0,0.0,0.0,60.0,0.0,0,1,0,0,2.2857142857142856
